index,event_id,event_time,event_dttm_readable,event_dt,load_dt,own_dttm,user_id,epk_id,event_channel,sub_channel,event_type,sub_type,type_operation,event_description,first_name,last_name,middle_name,mobile_phone_number,client_phone_number,dul_number,client_card_number,payer_card_number,payer_account_number,number_acc,transaction_sender_account_number,transaction_amount,transaction_amount_currency,transaction_beneficiar_account_number,transaction_beneficiar_bik,recipient_bank_name,payee_phone_number,recepient_fio,transaction_beneficiar_nick_name,operation_id,member_id,sbp_id,user_ip_location_country_code,user_ip_location_city,user_ip_location_region,ip_device,longitude_ip,latitude_ip,hardware_id,os_id,device_time,app_version,name_os,phone_brand,phone_model,user_login_id,card_expire_date,birth_date_client,segment_client,client_groups,user_mobile_hardware_id_days_since_first_hit,device_mobile_days_since_first_hit,payment_new_ip_provider,device_source_sdk,final_marker_payer,tfm_client_marker,client_made_payment_to_recipient,client_accepted_transfer_to_recipient_ignite,main_rule,rules,subrules,risk_score_dsl,kafka_input_time,kafka_output_time,indicators_vk_max,scoring_oss,indicators_sbp,params
0,72e0bed6-a95d-4100-b55c-dc6a6c9f08ce,1769245629000,2026-01-24 09:07:09,20260124,20260124,2026-01-24 09:24:09.000000,7770421990,2099007770421990000001,MOBILE,UFS.MOBILEAPI,PAYMENT,UTILITY,UTILITY_PAYMENT,Оплата услуг ЖКХ,Анна,Соколова,Дмитриевна,+7 (916) 218-77-64,+7 (916) 218-77-64,452-28-51740,5599004387129903,5599004387129903,40817810400077218776,42307810900077218776,40817810400077218776,12280.58,RUB,71471164265504794721,044525823,Газпромбанк,+7 903 742-88-10,Петров Денис Алексеевич,Репетитор,0a96ca466c6d4092af0b90b3,64237084822025,,RU,Moscow,MOW,95.31.184.184,37.6171,55.7483,F1C44E660347FF5B26DDAE537AAF55F4,DA5045F256AE7F1BD8036417F263E9E5,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042199000001,2031-02-28,28/04/1994,2,"95,2",84,51,6168,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""5G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""F1C44E660347FF5B26DDAE537AAF55F4"",""OS_ID"":""DA5045F256AE7F1BD8036417F263E9E5"",""TIMESTAMP"":""2026-01-24T09:07:09Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],312,1769245649,1769245709,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
1,ad2d7eef-d724-4b42-b3f0-41e95edd9ab5,1769247087000,2026-01-24 09:31:27,20260124,20260124,2026-01-24 09:48:27.000000,7770421993,2099007770421993000001,MOBILE,UFS.MOBILEAPI,PAYMENT,UTILITY,UTILITY_PAYMENT,Оплата услуг ЖКХ,Павел,Орлов,Максимович,+7 (901) 882-31-49,+7 (901) 882-31-49,452-46-72831,5599004387129934,5599004387129934,40817810400077882314,42307810900077882314,40817810400077882314,3360.06,RUB,17164045959996376395,044525187,ВТБ,+7 903 742-88-10,Петров Денис Алексеевич,Репетитор,0ee4cc6b1a414981b3092711,55863708153059,,RU,Moscow,MOW,95.31.20.43,37.6171,55.7483,C4F771993670228E59AAD186ADD288C7,0D83782589D1A24E0B36974025961C18,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042199300001,2031-02-28,17/06/1999,2,"95,2",137,12,6385,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""5G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""C4F771993670228E59AAD186ADD288C7"",""OS_ID"":""0D83782589D1A24E0B36974025961C18"",""TIMESTAMP"":""2026-01-24T09:31:27Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],141,1769247107,1769247167,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
2,5da60991-dba2-4040-8a49-81c1643e7308,1769247831000,2026-01-24 09:43:51,20260124,20260124,2026-01-24 10:00:51.000000,7770421987,2099007770421987000001,MOBILE,UFS.MOBILEAPI,PAYMENT,UTILITY,UTILITY_PAYMENT,Оплата услуг ЖКХ,Елена,Иванова,Павловна,+7 (925) 104-22-91,+7 (925) 104-22-91,452-01-13377,5599004387129873,5599004387129873,40817810400077104921,42307810900077104921,40817810400077104921,12729.79,RUB,66211845580338215210,044525593,Альфа-Банк,+7 903 742-88-10,Петров Денис Алексеевич,Репетитор,bb02b888695040c9847598dd,66837564023248,,RU,Moscow,MOW,95.31.135.55,37.6171,55.7483,C8F11B33D014CC2E93AA7B20477D22C1,A72D12C9237B4C8EA5D03184C930B6B2,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042198700001,2031-02-28,22/07/1990,2,"95,2",65,210,7706,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""4G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""C8F11B33D014CC2E93AA7B20477D22C1"",""OS_ID"":""A72D12C9237B4C8EA5D03184C930B6B2"",""TIMESTAMP"":""2026-01-24T09:43:51Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],162,1769247851,1769247911,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
3,a7bf569e-af57-4c19-a392-abbb42754f9b,1769254431000,2026-01-24 11:33:51,20260124,20260124,2026-01-24 11:50:51.000000,7770421992,2099007770421992000001,MOBILE,UFS.MOBILEAPI,PAYMENT,RURPAYMENT,PAYMENT_SBP,Перевод С2С из Сбербанка в сторонний Банк,Наталья,Федорова,Игоревна,+7 (999) 441-80-77,+7 (999) 441-80-77,452-39-91844,5599004387129927,5599004387129927,40817810400077441807,42307810900077441807,40817810400077441807,94286.90,RUB,12176723628312693714,044525593,Альфа-Банк,+7 977 541-04-19,Соколова Анна Дмитриевна,Методист,c2291f3f103a4cb096ae10df,96269799609728,a70b874e8784498cafbb9a82,RU,Moscow,MOW,95.31.173.131,37.6171,55.7483,B3E660882569117D48FFC0759CC177B6,FC72671478C0913DFA25863914850B07,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042199200001,2031-02-28,05/01/1987,2,"95,2",43,158,1985,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""WiFi"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""B3E660882569117D48FFC0759CC177B6"",""OS_ID"":""FC72671478C0913DFA25863914850B07"",""TIMESTAMP"":""2026-01-24T11:33:51Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],43,1769254451,1769254511,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
4,26cda696-9e02-4d43-a698-4083e60144ff,1769255829000,2026-01-24 11:57:09,20260124,20260124,2026-01-24 12:14:09.000000,7770421995,2099007770421995000001,MOBILE,UFS.MOBILEAPI,PAYMENT,RURPAYMENT,PAYMENT_SBP,Перевод С2С из Сбербанка в сторонний Банк,Сергей,Никитин,Алексеевич,+7 (912) 550-14-36,+7 (912) 550-14-36,452-58-80142,5599004387129958,5599004387129958,40817810400077550143,42307810900077550143,40817810400077550143,95226.59,RUB,18682471465428604712,044525823,Газпромбанк,+7 977 541-04-19,Соколова Анна Дмитриевна,Методист,26e34c48c6e44ec2a6e6e454,45332199077680,a302bc3eba2446498f91d846,RU,Moscow,MOW,95.31.49.146,37.6171,55.7483,E61993BB589244A071CCF308CFF4AAE9,2FA5904701F3C4602D58196247B83E3A,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042199500001,2031-02-28,24/08/1992,2,"95,2",121,200,1856,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""4G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""E61993BB589244A071CCF308CFF4AAE9"",""OS_ID"":""2FA5904701F3C4602D58196247B83E3A"",""TIMESTAMP"":""2026-01-24T11:57:09Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],162,1769255849,1769255909,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
5,b2517dd0-7d56-43fb-9481-4a0527014d83,1769263173000,2026-01-24 13:59:33,20260124,20260124,2026-01-24 14:16:33.000000,7770421994,2099007770421994000001,MOBILE,UFS.MOBILEAPI,PAYMENT,UTILITY,UTILITY_PAYMENT,Оплата услуг ЖКХ,Ольга,Васильева,Романовна,+7 (926) 615-72-20,+7 (926) 615-72-20,451-73-99016,5599004387129941,5599004387129941,40817810400077615722,42307810900077615722,40817810400077615722,13538.77,RUB,05671113126711703334,044525974,Т-Банк,+7 903 742-88-10,Петров Денис Алексеевич,Репетитор,ec966489ecb248ca8011bf69,85502364902624,,RU,Moscow,MOW,95.31.138.240,37.6171,55.7483,D50882AA4781339F60BBE297BEE399D8,1E94893690E2B35F1C47085136A72D29,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042199400001,2031-02-28,30/12/1980,2,"95,2",136,159,1338,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""5G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""D50882AA4781339F60BBE297BEE399D8"",""OS_ID"":""1E94893690E2B35F1C47085136A72D29"",""TIMESTAMP"":""2026-01-24T13:59:33Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],130,1769263193,1769263253,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
6,c1ebfe1d-7c35-4852-9816-7a31f65cdc87,1769267601000,2026-01-24 15:13:21,20260124,20260124,2026-01-24 15:30:21.000000,7770421987,2099007770421987000001,MOBILE,UFS.MOBILEAPI,PAYMENT,RURPAYMENT,PAYMENT_SBP,Перевод С2С из Сбербанка в сторонний Банк,Елена,Иванова,Павловна,+7 (925) 104-22-91,+7 (925) 104-22-91,452-01-13377,5599004387129873,5599004387129873,40817810400077104921,42307810900077104921,40817810400077104921,3673.61,RUB,37497869062525152146,044525593,Альфа-Банк,+7 977 541-04-19,Соколова Анна Дмитриевна,Методист,4267f97a6fa741bca588fea7,82817797738582,b23e3d34e4764644b0b03337,RU,Moscow,MOW,95.31.114.150,37.6171,55.7483,C8F11B33D014CC2E93AA7B20477D22C1,A72D12C9237B4C8EA5D03184C930B6B2,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042198700001,2031-02-28,22/07/1990,2,"95,2",141,134,2740,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""5G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""C8F11B33D014CC2E93AA7B20477D22C1"",""OS_ID"":""A72D12C9237B4C8EA5D03184C930B6B2"",""TIMESTAMP"":""2026-01-24T15:13:21Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],58,1769267621,1769267681,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
7,397117bb-dc44-44d5-acc3-c462267ef478,1769274945000,2026-01-24 17:15:45,20260124,20260124,2026-01-24 17:32:45.000000,7770421986,2099007770421986000001,MOBILE,UFS.MOBILEAPI,PAYMENT,UTILITY,UTILITY_PAYMENT,Оплата услуг ЖКХ,Андрей,Кузнецов,Сергеевич,+7 (916) 742-18-65,+7 (916) 742-18-65,451-98-84216,5599004387129866,5599004387129866,40817810400077421865,42307810900077421865,40817810400077421865,5672.54,RUB,63055265606352213732,044525225,ПАО Сбербанк,+7 903 742-88-10,Петров Денис Алексеевич,Репетитор,51b7fd5c9cc84645ac345577,42331767206773,,RU,Moscow,MOW,95.31.68.173,37.6171,55.7483,A7F98B33D014CC2E93AA7B20477D11F8,F68D12C9237B4C8EA5D03184C930B6AF,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042198600001,2031-02-28,14/05/1984,2,"95,2",158,116,3772,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""WiFi"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""A7F98B33D014CC2E93AA7B20477D11F8"",""OS_ID"":""F68D12C9237B4C8EA5D03184C930B6AF"",""TIMESTAMP"":""2026-01-24T17:15:45Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],62,1769274965,1769275025,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
8,3486d84b-4eba-4ba4-b044-94764fc9e7a4,1769276343000,2026-01-24 17:39:03,20260124,20260124,2026-01-24 17:56:03.000000,7770421989,2099007770421989000001,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата экзамена,Марина,Петрова,Олеговна,+7 (977) 771-09-13,+7 (977) 771-09-13,451-77-63205,5599004387129897,5599004387129897,40817810400077771091,42307810900077771091,40817810400077771091,34199.48,RUB,49350271035395802881,044525974,Т-Банк,+7 903 742-88-10,Петров Денис Алексеевич,Репетитор,c727cb7678394a168e476412,12139146734655,,RU,Moscow,MOW,95.31.146.230,37.6171,55.7483,E0B33D55F236EE4A15CC9D42699F44E3,C94F34E1459D6E0AC7F25306E152D8D4,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042198900001,2031-02-28,19/02/1978,2,"95,2",87,217,4969,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""4G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""E0B33D55F236EE4A15CC9D42699F44E3"",""OS_ID"":""C94F34E1459D6E0AC7F25306E152D8D4"",""TIMESTAMP"":""2026-01-24T17:39:03Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,НЕТ,"{""rule_name"":""DENY оплата обучения после смены устройства"",""rule_id"":""49f872b6-00b4-4560-94cf-ec1c566e3f13"",""rule_category"":""Device Anomaly""}","[""DENY оплата обучения после смены устройства""]",[],874,1769276363,1769276423,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
9,f38be7bf-7c1c-4440-9bf4-08664bff023d,1769281545000,2026-01-24 19:05:45,20260124,20260124,2026-01-24 19:22:45.000000,7770421991,2099007770421991000001,MOBILE,UFS.MOBILEAPI,PAYMENT,RURPAYMENT,PAYMENT_SBP,Перевод С2С из Сбербанка в сторонний Банк,Илья,Морозов,Андреевич,+7 (968) 333-50-12,+7 (968) 333-50-12,451-65-40029,5599004387129910,5599004387129910,40817810400077333501,42307810900077333501,40817810400077333501,65161.55,RUB,74983737134333989328,044525225,ПАО Сбербанк,+7 977 541-04-19,Соколова Анна Дмитриевна,Методист,d25e134aa162415fa4043270,91494360158101,a17674e3f7394083a100c8ea,RU,Moscow,MOW,95.31.152.110,37.6171,55.7483,A2D55F771458006C37EEBF648BB066A5,EB61560367BF802CE91475280374FAF6,AndroidT16,16.13.0,Android,Samsung Galaxy S23,Samsung Galaxy S23,login777042199100001,2031-02-28,11/09/1971,2,"95,2",152,92,8624,"{""AccessibilityServices"":{""enabled"":false},""AgentAppInfo"":""SberBank 16.13.0 arm64-v8a"",""AgentBrand"":""Samsung Galaxy S23"",""AgentConnectionType"":""4G"",""Compromised"":0,""Debugger"":0,""DeveloperTools"":0,""DeviceModel"":""Samsung Galaxy S23"",""DeviceSystemName"":""Android"",""DeviceSystemVersion"":""14"",""HardwareID"":""A2D55F771458006C37EEBF648BB066A5"",""OS_ID"":""EB61560367BF802CE91475280374FAF6"",""TIMESTAMP"":""2026-01-24T19:05:45Z"",""TimeZone"":""MSK"",""VpnConnection"":false}",B20|U00|---|---|----|---|--------|-------|---|RM31|---|---|--|------|RI00|---|-C2F-|-F2C-|-C2T-|-T2C-|Y0304|----|---|---|-----|--|N00|----|--|----|----|----|-------,G73|B20|ABS-------|---|M050|----|---|---------|----|--------|Y0203|edu|-------|------|U00|RI00|DIGIT01110|----------|---------|TFM_EPK|CBCUR0|ABREL--|-----------,true,ДА,,[],[],294,1769281565,1769281625,{},{},{},"{""demo_client_trace"":true,""synthetic_education_dataset"":true}"
